input,target,source
sleep_avg_3=6.71 mood_avg_3=3.28 sleep_slope=-0.038 mood_slope=-0.145 risk=37.27 trend=-0.217 user_text=I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on ,"Current pattern appears stable, with no major short-term disruption. <p>My gut says that your own rage is being triggered partly because you feel trapped or shutdown by your fiance's moody/.",counselchat_app_voice
sleep_avg_3=7.06 mood_avg_3=3.22 sleep_slope=0.289 mood_slope=0.286 risk=68.37 trend=-0.070 user_text=I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though he has forgotten about me because he does not talk with me as,"Current pattern appears stable, with no major short-term disruption. <p>In a way, yes, you have separation anxiety.",counselchat_app_voice
"sleep_avg_3=3.42 mood_avg_3=4.17 sleep_slope=-0.064 mood_slope=-0.141 risk=48.13 trend=-0.163 user_text=I'm a teenager. I get random spurts of anger, like complete, pure rage. I figured it was hormones, but others notice it too. I get self-destructive. I used to cut but stopped. Now when I get mad, I bite my arms and finge","Sleep remains below target, so start with one practical sleep-support action today. <p>Hi.",counselchat_app_voice
"sleep_avg_3=3.82 mood_avg_3=2.77 sleep_slope=-0.098 mood_slope=0.122 risk=48.81 trend=0.052 user_text=He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because","Sleep remains below target, so start with one practical sleep-support action today. <p>I'm sorry for the hurt you're feeling from your husband's decision.",counselchat_app_voice
"sleep_avg_3=6.78 mood_avg_3=3.90 sleep_slope=0.057 mood_slope=0.047 risk=58.72 trend=-0.040 user_text=My new daughter-in-law just informed me that she is smoking marijuana while pregnant because of her morning sickness. I’m in shock and I don’t know how to respond. I just lost my mom, and she was good with advice.","Current pattern appears stable, with no major short-term disruption. <p>Have you reached your own conclusions and reasons for these, regarding the topic? &nbsp;&nbsp;</p><p>When you feel co.",counselchat_app_voice
"sleep_avg_3=6.17 mood_avg_3=3.63 sleep_slope=-0.153 mood_slope=0.020 risk=46.82 trend=-0.306 user_text=Current medications are: topamax, ativan, brintellix, lamictal, restoril, abilify, tx: long term dbt, cbt","Signals look stable right now, so continue a steady routine with one practical check-in step. The general prognosis for anyone is good, so long as they have faith in their own ability to find the goodness in life.",counselchat_app_voice
"sleep_avg_3=4.73 mood_avg_3=3.60 sleep_slope=-0.018 mood_slope=0.146 risk=59.73 trend=-0.017 user_text=He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because","Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>Wow that is tough.",counselchat_app_voice
"sleep_avg_3=5.24 mood_avg_3=2.92 sleep_slope=-0.025 mood_slope=-0.107 risk=63.82 trend=0.131 user_text=I've been hospitalized twice. Once was last month for psychiatric help. I'm on medicine, but I'm struggling with fighting the negative thoughts, irrational fears, and loneliness. The people around me aren't helping much.","Current pattern appears stable, with no major short-term disruption. <p>If you are someone who usually has a job, pays or contributes to household bills, and generally manages your own dail.",counselchat_app_voice
"sleep_avg_3=6.25 mood_avg_3=4.04 sleep_slope=-0.230 mood_slope=0.091 risk=52.80 trend=0.196 user_text=I find myself being very outgoing most of the time, but there are some times when I don't know what to say. I don't even want to talk at all. It's like, I search for the right thing to say and nothing ever comes out. I d","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Would you feel more secure in conversations if instead of talking soon after meeting someone or entering a social sit.",counselchat_app_voice
sleep_avg_3=6.80 mood_avg_3=1.94 sleep_slope=0.313 mood_slope=-0.081 risk=58.89 trend=0.317 user_text=I am going through a very hard time and I'm so depressed. My parents are getting a divorce and a lot of bad things are happening. I want to lull myself.,"Current pattern appears stable, with no major short-term disruption. <p>Consider yourself quite normal for feeling overwhelmed and depressed about your parents divorce.",counselchat_app_voice
"sleep_avg_3=6.70 mood_avg_3=2.98 sleep_slope=0.048 mood_slope=0.086 risk=66.32 trend=0.042 user_text=I was raped repeatedly when I was younger. I told my parents and action was taken, but now that I’m an adult, I suffer from extreme anxiety.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>It's not unusual for traumatic experiences that happened when we were younger to stay with us when we get older.",counselchat_app_voice
"sleep_avg_3=6.08 mood_avg_3=3.72 sleep_slope=0.222 mood_slope=-0.264 risk=74.59 trend=0.070 user_text=My toddler is having a real hard time with toilet training. He almost throws up every time he sees his poop. He gags and will not go on the toilet. We have tried a toilet chair and ring that goes on the big-boy toilet, b","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Your son is showing signs that he's just not ready to be toilet trained.",counselchat_app_voice
"sleep_avg_3=6.60 mood_avg_3=3.64 sleep_slope=-0.044 mood_slope=-0.143 risk=53.86 trend=0.244 user_text=I was raped repeatedly when I was younger. I told my parents and action was taken, but now that I’m an adult, I suffer from extreme anxiety.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Hi.",counselchat_app_voice
"sleep_avg_3=6.36 mood_avg_3=1.98 sleep_slope=0.095 mood_slope=-0.103 risk=57.22 trend=0.123 user_text=I was raped by multiple men, and now I can't stand the sight of myself. I wear lingerie to get my self excited enough to have sex with my wife.","Current pattern appears stable, with no major short-term disruption. <p>I'm sorry for your being taken advantage of and for all the negative feelings created by being exploited.",counselchat_app_voice
"sleep_avg_3=6.93 mood_avg_3=2.76 sleep_slope=-0.132 mood_slope=0.079 risk=51.16 trend=-0.315 user_text=My husband and I would've been married for five years come June 2016. Our infant daughter just had her birthday. Shortly before, he told me he wanted a divorce. He has four other children, three of which are from his fir","Current pattern appears stable, with no major short-term disruption. This sounds really difficult and I can understand your motivation to get to bottom of why this behaviour has occurred - .",counselchat_app_voice
"sleep_avg_3=5.83 mood_avg_3=2.42 sleep_slope=-0.177 mood_slope=0.112 risk=48.37 trend=-0.027 user_text=I was raped repeatedly when I was younger. I told my parents and action was taken, but now that I’m an adult, I suffer from extreme anxiety.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>While anxiety can come about for many reasons, trauma is definitely one of the factors that makes anxiety a possibili.",counselchat_app_voice
"sleep_avg_3=6.65 mood_avg_3=3.18 sleep_slope=-0.093 mood_slope=0.243 risk=72.16 trend=-0.222 user_text=I don’t love my sister. I would never wish her harm, but if I could, I would wish for us not to be related. Is this cruel? Why must blood mean we have to be friends? Am I being unreasonable and is there a way to fix this","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Not liking someone is not cruel - even if it is a <a href=""http://www.",counselchat_app_voice
sleep_avg_3=3.64 mood_avg_3=1.09 sleep_slope=-0.645 mood_slope=-0.307 risk=95.65 trend=-0.219 user_text=Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. When I think of living forever (even if it is in heaven which shou,"Current pattern suggests high risk, and close support is recommended in the near term. <p>You might be surprised how normal you are.",counselchat_app_voice
"sleep_avg_3=7.09 mood_avg_3=2.59 sleep_slope=-0.118 mood_slope=-0.173 risk=43.19 trend=-0.126 user_text=I was raped by multiple men, and now I can't stand the sight of myself. I wear lingerie to get my self excited enough to have sex with my wife.","Current pattern appears stable, with no major short-term disruption. <p>I am very sorry to hear about your rapes.",counselchat_app_voice
"sleep_avg_3=7.18 mood_avg_3=2.36 sleep_slope=0.269 mood_slope=0.174 risk=35.20 trend=0.242 user_text=I was raped by multiple men, and now I can't stand the sight of myself. I wear lingerie to get my self excited enough to have sex with my wife.","Current pattern appears stable, with no major short-term disruption. <p>Hello Utah, thank you for writing with your question.",counselchat_app_voice
"sleep_avg_3=5.10 mood_avg_3=4.08 sleep_slope=-0.304 mood_slope=0.235 risk=71.58 trend=-0.187 user_text=My boyfriend’s sneaky and puts his friends before me. He fights just to leave. One day, he's happy. The next, he's mean and blames me for everything. He can't admit faults. He thinks he's perfect and does no wrong.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Hi, Ontario.",counselchat_app_voice
"sleep_avg_3=5.87 mood_avg_3=2.76 sleep_slope=-0.188 mood_slope=-0.076 risk=69.84 trend=-0.261 user_text=I don’t love my sister. I would never wish her harm, but if I could, I would wish for us not to be related. Is this cruel? Why must blood mean we have to be friends? Am I being unreasonable and is there a way to fix this","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Hi.",counselchat_app_voice
"sleep_avg_3=6.02 mood_avg_3=3.19 sleep_slope=0.011 mood_slope=-0.216 risk=43.22 trend=0.282 user_text=My ex-boyfriend, will not stop harassing and stalking me. We work together. I honestly think he needs help to move on. His accusations are angry lies. But I think he may believe them to be true.","Current pattern appears stable, with no major short-term disruption. <p>The specific laws about this will vary from state to state.",counselchat_app_voice
"sleep_avg_3=6.60 mood_avg_3=2.56 sleep_slope=-0.198 mood_slope=0.310 risk=69.19 trend=-0.090 user_text=My ex-boyfriend and I met over a year ago. We hit it off and fell in love pretty quick. However, he has trust issues and assumed I was cheating. When I found out I was pregnant, we had just broken up. Five months later, ","Current pattern appears stable, with no major short-term disruption. <p>I'm truly sorry to hear that your relationship is causing you such distress at this time.",counselchat_app_voice
"sleep_avg_3=6.02 mood_avg_3=4.07 sleep_slope=-0.310 mood_slope=-0.077 risk=52.48 trend=0.295 user_text=My ex-boyfriend and I met over a year ago. We hit it off and fell in love pretty quick. However, he has trust issues and assumed I was cheating. When I found out I was pregnant, we had just broken up. Five months later, ","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Trust is essential in romantic relationships and it is common to have trust issues - because the stakes are so high.",counselchat_app_voice
"sleep_avg_3=5.65 mood_avg_3=4.07 sleep_slope=0.215 mood_slope=-0.042 risk=71.30 trend=-0.128 user_text=She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Attention is not equal to love and being valued.",counselchat_app_voice
"sleep_avg_3=6.36 mood_avg_3=3.74 sleep_slope=0.241 mood_slope=-0.310 risk=76.43 trend=0.147 user_text=After 25 years, I fell in love for the first time. The person acted for a week and left me without even saying goodbye. My heart is burning, and I can't take this pain.","Current pattern appears stable, with no major short-term disruption. <p>Ouch.",counselchat_app_voice
sleep_avg_3=4.91 mood_avg_3=3.83 sleep_slope=-0.206 mood_slope=-0.314 risk=56.82 trend=-0.230 user_text=I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,"Current pattern appears stable, with no major short-term disruption. <p>As social creatures, we humans all long for deep human connection.",counselchat_app_voice
"sleep_avg_3=6.63 mood_avg_3=1.95 sleep_slope=0.194 mood_slope=0.234 risk=63.08 trend=-0.082 user_text=I am currently suffering from erectile dysfunction and have tried Viagra, Cialis, etc. Nothing seemed to work. My girlfriend of 3 years is very sexually frustrated. I told her that it is okay for her to have sex with oth","Current pattern appears stable, with no major short-term disruption. <p>Hi,&nbsp;</p><p>First and foremost, I want to acknowledge your efforts to gain (your) ideal erectile function.",counselchat_app_voice
"sleep_avg_3=6.78 mood_avg_3=2.81 sleep_slope=-0.208 mood_slope=0.012 risk=40.66 trend=0.198 user_text=I am constantly having problems with the same two people who will always be in my life. I had a daughter with my ex-boyfriend. I am now married, and my husband’s ex-girlfriend is involved with my ex-boyfriend. They also ","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Hi.",counselchat_app_voice
"sleep_avg_3=5.68 mood_avg_3=4.02 sleep_slope=0.183 mood_slope=-0.301 risk=42.98 trend=-0.062 user_text=After 25 years, I fell in love for the first time. The person acted for a week and left me without even saying goodbye. My heart is burning, and I can't take this pain.","Current pattern appears stable, with no major short-term disruption. <p>Hi, San Diego.",counselchat_app_voice
"sleep_avg_3=4.81 mood_avg_3=2.73 sleep_slope=-0.144 mood_slope=0.091 risk=58.60 trend=0.022 user_text=Every once and a while, I think about my ex-boyfriend from four years ago, and my current friend. It’s like I can't get past it, and I need some kind of closure. I keep thinking about how we had something, but it got cut","Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>If you're in a relationship and you're having strong thoughts about someone else, it's important to pay attention to .",counselchat_app_voice
"sleep_avg_3=6.56 mood_avg_3=2.15 sleep_slope=-0.059 mood_slope=0.025 risk=67.55 trend=0.142 user_text=Every time I speak, he says I anger him. Also, when he’s mad at something, like work, he gets angry at me. I feel like we’re so distant from each other now. We used to laugh all the time, and I feel like he lets too much","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Hi, Newark.",counselchat_app_voice
"sleep_avg_3=5.18 mood_avg_3=1.84 sleep_slope=0.254 mood_slope=-0.261 risk=77.48 trend=-0.248 user_text=For the last year, my adolescent son and daughter have been driving me nuts with fighting. I'm at my wits end. How can I get them to stop and get along?","Current pattern appears stable, with no major short-term disruption. <p>That is a good question.",counselchat_app_voice
"sleep_avg_3=5.91 mood_avg_3=2.80 sleep_slope=0.255 mood_slope=-0.038 risk=71.70 trend=0.198 user_text=I use to be so happy. No matter what, I always was happy. I got into a relationship with this guy. I love him so much. We’re both teenagers. The week after his birthday, my mom made me stop talking to him. It broke me. H","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>I understand that this can be difficult when you care about someone.",counselchat_app_voice
"sleep_avg_3=3.55 mood_avg_3=3.14 sleep_slope=0.031 mood_slope=-0.119 risk=70.94 trend=-0.156 user_text=My husband took a job out of state for the next year and seems to be a different person. Before, he worked and slept, and on off days, he'd stay home because he didn't want to do anything else. Now he's going out with fr","Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>It seems that you have been very disconnected from each other which naturally &nbsp;could contribute to symptoms of s.",counselchat_app_voice
"sleep_avg_3=5.95 mood_avg_3=3.60 sleep_slope=0.225 mood_slope=-0.194 risk=43.65 trend=-0.237 user_text=I find myself crying over every little thing, like dropping a glass of water. Today, I got out of the shower and noticed that I had forgotten a shirt. I instantly started to cry. When I made it to my room, I began to sha","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>It is very typical for pregnant moms to feel completely emotionally and extremely teary eyed, so not to worry.",counselchat_app_voice
"sleep_avg_3=5.34 mood_avg_3=2.00 sleep_slope=-0.259 mood_slope=-0.062 risk=73.02 trend=-0.253 user_text=My long-distance girlfriend is in a sorority, and it's changing her. I feel like I'm becoming less important to her and it hurts. She just wants me to support the sorority, but it's so hard. I try every day to show her s","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>You may already be doing as much as possible for your relationship.",counselchat_app_voice
"sleep_avg_3=3.43 mood_avg_3=3.66 sleep_slope=-0.150 mood_slope=0.067 risk=63.56 trend=-0.079 user_text=My husband always works. He does work from home, but his hours are from morning until night, and he neglects his family. If I have anything I want to do, I have to find a babysitter, but he does what he wants. He rarely ","Sleep remains below target, so start with one practical sleep-support action today. <p>I'm glad you're aware to expect more satisfaction from being part of a couple, than you currently describe yourself a.",counselchat_app_voice
"sleep_avg_3=6.62 mood_avg_3=2.12 sleep_slope=-0.050 mood_slope=0.103 risk=59.49 trend=0.278 user_text=Whenever I don't tell my friends or anyone what I did or stuff that's not really important, I feel terrible, like there’s a hole in my stomach. It only goes away when I hurt myself.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Sorry to hear of your situation.",counselchat_app_voice
"sleep_avg_3=4.47 mood_avg_3=3.80 sleep_slope=-0.050 mood_slope=0.094 risk=83.22 trend=-0.275 user_text=My husband always works. He does work from home, but his hours are from morning until night, and he neglects his family. If I have anything I want to do, I have to find a babysitter, but he does what he wants. He rarely ","Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>Hi Ohio, The crazy things about situations like this is that, almost guaranteed, while your husband is out working an.",counselchat_app_voice
"sleep_avg_3=6.80 mood_avg_3=2.37 sleep_slope=-0.066 mood_slope=-0.313 risk=55.15 trend=0.229 user_text=Whenever I don't tell my friends or anyone what I did or stuff that's not really important, I feel terrible, like there’s a hole in my stomach. It only goes away when I hurt myself.","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Hi Kansas, I feel strongly that the help of a professional therapist is important here.",counselchat_app_voice
"sleep_avg_3=6.31 mood_avg_3=3.76 sleep_slope=0.049 mood_slope=-0.031 risk=43.45 trend=0.078 user_text=I'm in a long-distance relationship with my ideal man, but I'm not as attracted to him as I should be. Everything else is perfect about him, but I find myself lusting over more attractive men. The next step is marriage, ","Current pattern appears stable, with no major short-term disruption. <p>The basic guideline for relationship satisfaction, is to know what you can and cannot live with and without.",counselchat_app_voice
"sleep_avg_3=5.08 mood_avg_3=2.47 sleep_slope=0.172 mood_slope=0.271 risk=48.84 trend=0.251 user_text=I have no real friends. I have a girlfriend who irritates me but loves me to death. I push her away and pushes me away. We’re going through a breakup, and I have nobody.","Current pattern appears stable, with no major short-term disruption. <div>Having time all to yourself may be necessary so you have time to reflect on your own identity and values, become mo.",counselchat_app_voice
"sleep_avg_3=5.62 mood_avg_3=3.89 sleep_slope=0.174 mood_slope=-0.028 risk=38.25 trend=0.228 user_text=Back in high school, my friend and I used to masturbate around each other. I hate even talking about it now because it's so weird. We didn't even realize how messed up it was at the time. One time, it escalated and we en","Current pattern appears stable, with no major short-term disruption. <p>Writing about your high school masturbation times with your friend, is itself a form of acknowledging the full pictur.",counselchat_app_voice
"sleep_avg_3=4.95 mood_avg_3=2.68 sleep_slope=0.091 mood_slope=0.297 risk=39.55 trend=-0.175 user_text=Everyone around me is much smarter and flaunts it. Everyone around me is skinny, and here I am trying to throw up so I'm not fat. Everything I do is wrong, and I can't seem to do anything right! No one else at school see","Current pattern appears stable, with no major short-term disruption. <p>There are some struggles that are less ""obvious"" than others, an eating disorder being one of them.",counselchat_app_voice
"sleep_avg_3=6.79 mood_avg_3=2.09 sleep_slope=0.136 mood_slope=-0.239 risk=49.30 trend=-0.030 user_text=I'm in a long-distance relationship with my ideal man, but I'm not as attracted to him as I should be. Everything else is perfect about him, but I find myself lusting over more attractive men. The next step is marriage, ","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Attraction is important but sometimes over-rated.",counselchat_app_voice
sleep_avg_3=7.12 mood_avg_3=4.13 sleep_slope=-0.203 mood_slope=0.205 risk=72.97 trend=0.007 user_text=I just wanted to get to know one so I can hear about their college experience and the courses they took. I also wanted to know if they enjoy their job and how long they were in school.,"Signals look stable right now, so continue a steady routine with one practical check-in step. It's a great idea for you to reach out to find a psychologist to talk to if this is a field you might be interested in p.",counselchat_app_voice
"sleep_avg_3=6.82 mood_avg_3=2.33 sleep_slope=-0.309 mood_slope=0.149 risk=49.57 trend=0.065 user_text=I have an eating disorder of binging. I've had gastric sleeve surgery. I need help with issues of abuse as a child, addiction, and abusive men. I have been in therapy for five months and get no feedback from my therapist","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>It can be really frustrating to feel like your counselor is not providing you with the help you need.",counselchat_app_voice
"sleep_avg_3=6.15 mood_avg_3=3.07 sleep_slope=-0.290 mood_slope=0.021 risk=57.74 trend=0.124 user_text=I am an international student, and it is my first semester in graduate school in the United States. I faced a cultural shock, and I was so depressed when I arrived here. My counselor in the university was my savior. He h","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>This is a great question.",counselchat_app_voice
"sleep_avg_3=5.70 mood_avg_3=2.04 sleep_slope=-0.214 mood_slope=0.086 risk=61.20 trend=0.220 user_text=My wife is trying to leave. She agreed to come back and give me a little time. Even said she hopes I can do it. We buried our first born in Jan 13 years ago. She never got past it. So every year around this time, she get","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>I'm sorry that you lost your first born child.",counselchat_app_voice
"sleep_avg_3=6.10 mood_avg_3=4.09 sleep_slope=-0.049 mood_slope=-0.191 risk=36.15 trend=0.300 user_text=My dad cheated on my mom for 13 years. I cannot stop obsessing over the fact that my boyfriend might be cheating on me even when I know he isn't. I have full access to his phone, social media, and e-mails. I never find a","Current pattern appears stable, with no major short-term disruption. <p>Hi Greenville, I respect that you're owning your own overreactions, and that you want to give your boyfriend the resp.",counselchat_app_voice
"sleep_avg_3=5.51 mood_avg_3=3.96 sleep_slope=0.302 mood_slope=0.252 risk=54.59 trend=-0.233 user_text=Whether it's to a guy or girl, I always feel insecure talking, and I am afraid of embarrassing myself and not being good enough. Even when I am walking, I worry about my appearance and facial expression and such.","Current pattern appears stable, with no major short-term disruption. <p>Hi.",counselchat_app_voice
"sleep_avg_3=4.80 mood_avg_3=2.40 sleep_slope=0.036 mood_slope=-0.121 risk=74.61 trend=0.072 user_text=I have an eating disorder of binging. I've had gastric sleeve surgery. I need help with issues of abuse as a child, addiction, and abusive men. I have been in therapy for five months and get no feedback from my therapist","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Hi Anaheim,</p><p>Relationships with therapists have some things in common with other relationships; they work best i.",counselchat_app_voice
"sleep_avg_3=4.94 mood_avg_3=2.78 sleep_slope=-0.228 mood_slope=0.206 risk=67.64 trend=0.196 user_text=My fiancé doesn't think I trust him because I was cheated on before. However, he hides his phone and has been texting his ex-girlfriend, who he has two kids with. What should I do?","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Oh Chino, I only have half the picture here so I will be cautious.",counselchat_app_voice
"sleep_avg_3=5.74 mood_avg_3=2.18 sleep_slope=-0.052 mood_slope=0.059 risk=44.94 trend=-0.096 user_text=I am an international student, and it is my first semester in graduate school in the United States. I faced a cultural shock, and I was so depressed when I arrived here. My counselor in the university was my savior. He h","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>Hi,&nbsp;</p><p>Different therapists are guided by the ethical guidelines of their own associations or colleges when .",counselchat_app_voice
"sleep_avg_3=5.60 mood_avg_3=1.24 sleep_slope=-0.160 mood_slope=-0.556 risk=92.71 trend=-0.130 user_text=A friend of mine taking psychology advised I go to my doctor to check if I have major depressive disorder. I'm afraid of the consequences of doing so. If I do become diagnosed with major depressive disorder, won’t that g","High risk signals are present, so use safety-first pacing and seek support if symptoms escalate. <p>I admire your courage for stating your view about anti-depressants.",counselchat_app_voice
"sleep_avg_3=5.29 mood_avg_3=2.14 sleep_slope=-0.144 mood_slope=-0.110 risk=62.02 trend=0.013 user_text=I was “mentored” by this guy for a few years spiritually. It was okay at times, but other times, it was just weird. I try not to think about it too much, but a lot of manipulation and lying happened, yet no one else real","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>You may intuitively be sensing what many professionals in the social sciences and psychology have already understood.",counselchat_app_voice
"sleep_avg_3=6.65 mood_avg_3=3.24 sleep_slope=-0.171 mood_slope=-0.040 risk=70.18 trend=0.026 user_text=When I see something I don’t like, I go off like a ticking time bomb. I go from “0 to 100” really quickly.","Current pattern appears stable, with no major short-term disruption. <p>Sometimes we react to situations immediately, without thinking of the consequences of our actions.",counselchat_app_voice
"sleep_avg_3=3.22 mood_avg_3=3.96 sleep_slope=-0.014 mood_slope=0.070 risk=79.26 trend=0.043 user_text=I just got out of a two year relationship. I broke up with my boyfriend because he wasn't showing any affection at all. He was talking to other women and lying about it. It pushed me away and hurt me, but I'm still in lo","Low sleep is the main concern right now, so prioritize rest structure and recovery habits. <p>I am very sorry for the pain you are suffering.",counselchat_app_voice
sleep_avg_3=5.72 mood_avg_3=3.94 sleep_slope=-0.248 mood_slope=-0.021 risk=59.74 trend=0.241 user_text=I am always arguing with my father. He gets stressed over work and health and talks to me in a tone of voice that seems very demanding and seems more like yelling. I get upset often at this. Am I too sensitive? He always,"Current pattern appears stable, with no major short-term disruption. <p>Thanks for the question.",counselchat_app_voice
"sleep_avg_3=6.62 mood_avg_3=2.34 sleep_slope=-0.254 mood_slope=0.318 risk=60.55 trend=0.063 user_text=I'm in a long-distance relationship with my ideal man, but I'm not as attracted to him as I should be. Everything else is perfect about him, but I find myself lusting over more attractive men. The next step is marriage, ","Current pattern appears stable, with no major short-term disruption. <p>Hi Montgomery,&nbsp;</p><p>Your first sentence says it all.",counselchat_app_voice
"sleep_avg_3=5.83 mood_avg_3=1.80 sleep_slope=0.009 mood_slope=-0.061 risk=62.16 trend=-0.262 user_text=My husband doesn’t trust me for some past we had. I know all marriages have their ups and downs, but sometimes, I feel I am getting tired of the same thing over and over: that I am messing around, which I am not.","Low mood is the dominant concern in this window, so use gentle routines and supportive check-ins. <p>Hi Louisiana,</p><p>It's normal when trust has been broken in the past for fear and insecurities to come up from time.",counselchat_app_voice
"sleep_avg_3=5.35 mood_avg_3=1.25 sleep_slope=-0.255 mood_slope=-0.477 risk=79.05 trend=-0.366 user_text=I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others.","Current pattern suggests high risk, and close support is recommended in the near term. <p>You may feel hopeless but YOU are not hopeless.",counselchat_app_voice
"sleep_avg_3=6.93 mood_avg_3=1.03 sleep_slope=-0.027 mood_slope=-0.296 risk=73.95 trend=-0.125 user_text=My husband doesn’t trust me for some past we had. I know all marriages have their ups and downs, but sometimes, I feel I am getting tired of the same thing over and over: that I am messing around, which I am not.","Mood appears low right now, so keep the next step small and grounding. <p>It is incredibly frustrating to not be trusted when you know you are doing nothing wrong.",counselchat_app_voice
sleep_avg_3=5.33 mood_avg_3=2.84 sleep_slope=-0.150 mood_slope=0.318 risk=70.36 trend=-0.008 user_text=I don't know what to say. I have never really known who I am.,"Current pattern appears stable, with no major short-term disruption. <p>What exactly is it that you are looking for? Different people define themselves in different ways.",counselchat_app_voice
"sleep_avg_3=6.78 mood_avg_3=1.83 sleep_slope=0.054 mood_slope=-0.286 risk=48.53 trend=-0.012 user_text=My husband doesn’t trust me for some past we had. I know all marriages have their ups and downs, but sometimes, I feel I am getting tired of the same thing over and over: that I am messing around, which I am not.","Low mood is the dominant concern in this window, so use gentle routines and supportive check-ins. <p>I'm sorry to hear about the trust issues in your relationship.",counselchat_app_voice
"sleep_avg_3=4.60 mood_avg_3=0.99 sleep_slope=-0.232 mood_slope=-0.432 risk=90.83 trend=-0.152 user_text=I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others.","Current pattern suggests high risk, and close support is recommended in the near term. <p>What an important question.",counselchat_app_voice
"sleep_avg_3=6.76 mood_avg_3=3.52 sleep_slope=-0.294 mood_slope=0.094 risk=53.37 trend=-0.025 user_text=I've worked with this guy for about three years now, and I knew the first time I saw him that I was attracted. Over time, he became a very dear friend, and we talked about our relationship problems, family, dreams, and s","Signals look stable right now, so continue a steady routine with one practical check-in step. <p>It sounds like a tricky situation.",counselchat_app_voice
"sleep_avg_3=7.64 mood_avg_3=1.76 sleep_slope=0.043 mood_slope=-0.036 risk=72.10 trend=-0.272 user_text=My husband doesn’t trust me for some past we had. I know all marriages have their ups and downs, but sometimes, I feel I am getting tired of the same thing over and over: that I am messing around, which I am not.","Low mood is the dominant concern in this window, so use gentle routines and supportive check-ins. <p>The good news in the way you're feeling is recognizing that your husband's trust of your actions, makes a difference .",counselchat_app_voice
"sleep_avg_3=4.86 mood_avg_3=4.07 sleep_slope=-0.257 mood_slope=0.269 risk=69.28 trend=0.147 user_text=I've worked with this guy for about three years now, and I knew the first time I saw him that I was attracted. Over time, he became a very dear friend, and we talked about our relationship problems, family, dreams, and s","Current pattern appears stable, with no major short-term disruption. <p>How frustrating to want a relationship with someone who does not feel similarly!</p><p>The person who needs to be at .",counselchat_app_voice
sleep_avg_3=5.66 mood_avg_3=3.44 sleep_slope=-0.094 mood_slope=0.298 risk=46.17 trend=0.182 user_text=I need to speak to someone about sexual addiction and binge eating immediately.,"Current pattern appears stable, with no major short-term disruption. <p>Depending on your area and location, there may be therapists who provide services on a sliding scale.",counselchat_app_voice
